seed,winner,score1,score2,score3,score0,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
2009,2,102,152,132,142,1,"[0, 13, 11, 0]","[11, 0, 12, 13]","[10, 0, 11, 12]","[10, 0, 0, 10]","[13, 12, 11, 0]","[0, 10, 10, 11]","[10, 13, 0, 10]","[11, 10, 11, 0]","[11, 0, 11, 10]","[10, 0, 10, 10]","[11, 11, 0, 10]","[10, 11, 0, 11]","[0, 0, 0, 11]","[12, 0, 11, 0]","[0, 10, 14, 11]","[12, 12, 11, 0]","[0, 0, 0, 0]","[11, 0, 13, 0]","[0, 0, 16, 13]"
2010,2,115,136,116,121,2,"[11, 0, 11, 15]","[0, 0, 0, 11]","[11, 15, 11, 0]","[12, 0, 11, 11]","[11, 0, 11, 11]","[0, 11, 10, 0]","[13, 10, 0, 0]","[0, 10, 0, 11]","[0, 0, 10, 10]","[10, 10, 0, 11]","[10, 0, 11, 11]","[0, 0, 10, 0]","[10, 10, 0, 12]","[0, 0, 13, 0]","[11, 12, 12, 0]","[0, 11, 0, 0]","[10, 12, 14, 0]","[0, 0, 0, 13]","[12, 14, 12, 0]"
2011,1,146,122,103,111,3,"[0, 15, 11, 0]","[0, 0, 10, 0]","[0, 12, 0, 0]","[10, 0, 0, 12]","[0, 11, 14, 11]","[10, 11, 0, 0]","[0, 10, 12, 12]","[10, 10, 0, 11]","[11, 11, 10, 0]","[10, 11, 10, 0]","[10, 11, 11, 0]","[0, 12, 11, 10]","[12, 10, 0, 10]","[0, 11, 0, 12]","[13, 11, 12, 0]","[0, 0, 10, 0]","[13, 0, 11, 0]","[0, 0, 0, 14]","[12, 0, 0, 11]"
2012,0,131,136,134,146,0,"[0, 13, 13, 13]","[14, 0, 11, 11]","[0, 0, 14, 10]","[12, 11, 0, 11]","[10, 0, 12, 11]","[0, 12, 10, 0]","[0, 10, 0, 0]","[11, 0, 10, 10]","[10, 10, 0, 10]","[10, 0, 10, 10]","[10, 11, 0, 11]","[0, 10, 0, 0]","[11, 10, 13, 0]","[0, 0, 10, 0]","[12, 10, 10, 0]","[10, 11, 13, 0]","[11, 0, 10, 12]","[12, 12, 0, 14]","[13, 11, 0, 11]"
2013,1,126,113,89,113,1,"[10, 13, 13, 0]","[12, 10, 13, 0]","[0, 0, 0, 11]","[13, 0, 0, 0]","[13, 0, 11, 10]","[0, 10, 0, 0]","[0, 0, 10, 0]","[0, 10, 10, 0]","[0, 10, 0, 0]","[10, 0, 11, 10]","[10, 10, 0, 11]","[10, 10, 0, 12]","[0, 0, 10, 11]","[13, 11, 10, 0]","[0, 10, 0, 11]","[0, 10, 12, 0]","[11, 12, 0, 13]","[0, 10, 0, 0]","[11, 0, 13, 0]"
2014,2,143,146,125,109,2,"[10, 11, 0, 0]","[0, 12, 12, 12]","[11, 0, 13, 0]","[0, 0, 12, 0]","[12, 11, 0, 12]","[0, 13, 10, 12]","[11, 10, 0, 12]","[0, 10, 10, 12]","[0, 0, 10, 10]","[10, 10, 0, 10]","[11, 11, 0, 10]","[0, 11, 11, 11]","[11, 10, 11, 0]","[0, 11, 10, 12]","[0, 11, 11, 12]","[11, 0, 13, 0]","[0, 0, 12, 0]","[10, 12, 11, 0]","[12, 0, 0, 0]"
2015,3,115,110,137,123,3,"[12, 0, 12, 12]","[12, 13, 10, 0]","[13, 12, 0, 12]","[10, 0, 0, 12]","[11, 0, 13, 11]","[0, 0, 12, 0]","[0, 0, 0, 10]","[0, 0, 0, 11]","[10, 11, 0, 11]","[0, 10, 10, 10]","[10, 0, 10, 0]","[0, 11, 10, 10]","[0, 12, 10, 0]","[12, 0, 10, 0]","[0, 11, 0, 11]","[12, 12, 0, 12]","[0, 11, 0, 0]","[11, 12, 0, 15]","[10, 0, 13, 0]"
2016,2,88,144,125,121,0,"[0, 0, 11, 0]","[16, 11, 0, 10]","[11, 0, 0, 10]","[14, 0, 10, 11]","[12, 0, 12, 11]","[11, 13, 0, 10]","[12, 0, 0, 0]","[0, 0, 10, 10]","[10, 0, 10, 10]","[0, 10, 10, 10]","[0, 10, 10, 11]","[0, 11, 12, 10]","[11, 10, 12, 0]","[13, 12, 10, 0]","[0, 0, 11, 0]","[0, 11, 0, 0]","[11, 0, 14, 11]","[0, 0, 0, 11]","[0, 0, 12, 0]"
2017,1,146,100,113,146,1,"[0, 11, 0, 12]","[12, 0, 0, 14]","[12, 14, 11, 0]","[0, 11, 14, 0]","[0, 11, 11, 0]","[10, 11, 11, 0]","[11, 10, 0, 11]","[10, 11, 0, 11]","[10, 10, 0, 10]","[11, 0, 10, 10]","[0, 10, 10, 0]","[11, 10, 0, 12]","[10, 0, 10, 0]","[0, 0, 0, 10]","[11, 11, 0, 0]","[0, 11, 11, 12]","[13, 0, 0, 0]","[11, 0, 12, 0]","[14, 15, 0, 11]"
2018,2,130,138,105,106,2,"[12, 0, 10, 14]","[0, 11, 11, 0]","[0, 12, 0, 0]","[11, 13, 11, 0]","[0, 10, 11, 11]","[0, 0, 0, 10]","[11, 0, 0, 10]","[13, 10, 10, 0]","[0, 10, 10, 10]","[0, 10, 11, 0]","[0, 10, 10, 12]","[11, 10, 10, 0]","[0, 0, 0, 11]","[0, 10, 10, 0]","[11, 0, 0, 0]","[11, 0, 0, 0]","[12, 14, 12, 0]","[14, 0, 12, 12]","[0, 10, 10, 15]"
2019,0,158,122,143,168,3,"[14, 14, 12, 0]","[12, 13, 0, 11]","[13, 11, 0, 0]","[0, 13, 0, 11]","[13, 10, 0, 11]","[11, 12, 12, 0]","[0, 10, 11, 11]","[0, 10, 0, 10]","[11, 10, 0, 10]","[11, 10, 10, 0]","[12, 10, 10, 0]","[11, 0, 11, 10]","[0, 0, 11, 10]","[11, 0, 11, 10]","[13, 11, 11, 0]","[12, 0, 11, 14]","[12, 12, 0, 11]","[12, 0, 0, 10]","[0, 12, 12, 14]"
2020,0,121,100,128,146,0,"[13, 0, 11, 0]","[12, 0, 11, 12]","[15, 10, 0, 0]","[0, 0, 12, 0]","[13, 10, 0, 10]","[13, 0, 11, 10]","[0, 0, 0, 10]","[11, 12, 0, 10]","[10, 0, 11, 10]","[0, 11, 10, 10]","[11, 0, 10, 11]","[11, 10, 0, 0]","[0, 0, 0, 10]","[0, 10, 0, 11]","[0, 12, 11, 12]","[0, 11, 0, 0]","[12, 12, 0, 12]","[10, 13, 13, 0]","[15, 10, 0, 0]"
2021,2,101,142,85,124,1,"[12, 0, 0, 10]","[13, 0, 11, 0]","[0, 0, 12, 0]","[0, 12, 12, 0]","[11, 0, 0, 0]","[13, 0, 11, 11]","[10, 0, 10, 0]","[10, 0, 10, 10]","[0, 10, 10, 11]","[0, 10, 10, 10]","[10, 11, 0, 11]","[12, 10, 11, 0]","[10, 0, 11, 10]","[0, 12, 11, 0]","[12, 14, 10, 0]","[0, 12, 0, 0]","[11, 0, 0, 0]","[0, 0, 13, 12]","[0, 10, 0, 0]"
2022,2,124,143,120,125,2,"[14, 12, 14, 0]","[0, 0, 10, 0]","[11, 0, 13, 10]","[0, 0, 11, 13]","[10, 11, 12, 0]","[12, 12, 0, 11]","[11, 0, 0, 0]","[0, 10, 0, 10]","[11, 0, 11, 10]","[10, 10, 0, 10]","[0, 10, 11, 11]","[0, 0, 10, 0]","[12, 0, 12, 10]","[0, 11, 0, 0]","[0, 10, 0, 14]","[0, 11, 13, 11]","[12, 0, 13, 10]","[12, 13, 13, 0]","[10, 14, 0, 0]"
2023,2,114,138,121,91,3,"[10, 13, 17, 0]","[0, 0, 12, 12]","[16, 0, 0, 11]","[0, 12, 12, 10]","[0, 14, 11, 10]","[0, 0, 0, 11]","[0, 11, 0, 0]","[10, 0, 0, 10]","[10, 0, 0, 0]","[11, 10, 10, 0]","[12, 10, 10, 0]","[12, 0, 10, 11]","[0, 0, 0, 10]","[10, 11, 11, 0]","[0, 12, 11, 13]","[0, 11, 12, 10]","[0, 0, 0, 0]","[0, 10, 11, 0]","[0, 0, 11, 13]"
2024,1,178,119,121,100,0,"[12, 14, 11, 0]","[0, 14, 10, 0]","[0, 11, 12, 12]","[0, 0, 0, 0]","[13, 11, 0, 11]","[10, 11, 0, 11]","[0, 12, 10, 11]","[12, 0, 10, 10]","[0, 11, 0, 10]","[11, 0, 10, 10]","[10, 0, 11, 11]","[0, 12, 11, 10]","[10, 11, 11, 0]","[0, 10, 0, 0]","[0, 11, 0, 0]","[0, 10, 12, 0]","[0, 13, 11, 0]","[10, 14, 0, 11]","[12, 13, 0, 14]"
2025,0,138,117,85,147,1,"[13, 0, 0, 0]","[16, 11, 12, 0]","[0, 12, 0, 0]","[0, 0, 12, 0]","[11, 0, 11, 13]","[10, 10, 13, 0]","[0, 11, 10, 10]","[10, 10, 0, 10]","[10, 0, 0, 0]","[10, 0, 10, 10]","[10, 10, 0, 10]","[0, 10, 0, 10]","[10, 10, 13, 0]","[0, 10, 10, 0]","[12, 10, 0, 11]","[10, 13, 0, 11]","[13, 0, 11, 0]","[0, 11, 0, 0]","[12, 10, 15, 0]"
20113,2,90,136,79,129,1,"[0, 13, 13, 0]","[12, 0, 0, 0]","[0, 11, 11, 13]","[10, 0, 13, 0]","[10, 0, 12, 11]","[10, 0, 0, 0]","[0, 11, 10, 0]","[10, 0, 11, 0]","[10, 10, 0, 10]","[10, 0, 11, 10]","[10, 0, 10, 0]","[10, 0, 0, 0]","[14, 10, 0, 0]","[11, 11, 10, 0]","[0, 0, 0, 12]","[0, 0, 12, 0]","[12, 0, 12, 12]","[0, 11, 0, 11]","[0, 13, 11, 0]"
20114,1,147,112,121,71,2,"[0, 11, 0, 14]","[0, 0, 0, 0]","[0, 0, 13, 0]","[11, 0, 11, 0]","[13, 10, 0, 0]","[12, 13, 0, 10]","[0, 10, 11, 11]","[0, 11, 11, 11]","[10, 12, 10, 0]","[0, 11, 10, 10]","[0, 11, 10, 10]","[0, 11, 0, 10]","[0, 11, 10, 12]","[12, 0, 0, 10]","[0, 11, 11, 0]","[0, 0, 0, 11]","[0, 11, 0, 0]","[0, 14, 0, 12]","[13, 0, 15, 0]"
20115,2,143,149,87,124,3,"[13, 0, 0, 11]","[12, 0, 0, 0]","[0, 0, 13, 11]","[0, 13, 13, 0]","[11, 11, 11, 0]","[0, 12, 11, 10]","[0, 12, 0, 0]","[10, 10, 0, 11]","[11, 10, 11, 10]","[0, 10, 10, 10]","[11, 10, 11, 0]","[11, 0, 0, 0]","[10, 0, 10, 11]","[0, 10, 11, 0]","[0, 10, 12, 0]","[0, 11, 11, 0]","[14, 10, 13, 0]","[10, 0, 12, 13]","[11, 14, 0, 0]"
20116,2,124,141,87,136,0,"[11, 0, 13, 12]","[12, 11, 0, 0]","[0, 13, 13, 0]","[0, 0, 13, 0]","[11, 0, 12, 12]","[0, 10, 12, 0]","[13, 0, 0, 0]","[11, 10, 12, 0]","[0, 10, 0, 0]","[0, 10, 10, 10]","[10, 0, 11, 11]","[10, 11, 0, 10]","[11, 12, 10, 0]","[0, 0, 10, 0]","[0, 0, 12, 10]","[11, 0, 0, 10]","[13, 11, 13, 0]","[10, 13, 0, 0]","[13, 13, 0, 12]"
20117,1,185,112,127,137,1,"[13, 15, 0, 11]","[12, 0, 0, 10]","[12, 13, 12, 0]","[12, 11, 12, 0]","[0, 13, 0, 10]","[0, 12, 11, 10]","[0, 11, 11, 11]","[0, 11, 11, 10]","[10, 10, 11, 11]","[10, 10, 0, 10]","[10, 10, 0, 10]","[0, 10, 10, 0]","[10, 11, 0, 11]","[0, 13, 11, 10]","[10, 0, 0, 0]","[11, 12, 0, 0]","[13, 0, 0, 0]","[14, 11, 12, 0]","[0, 12, 11, 13]"
20118,1,163,115,99,109,2,"[0, 0, 0, 0]","[0, 0, 11, 0]","[0, 12, 0, 11]","[0, 11, 11, 0]","[11, 11, 11, 0]","[10, 10, 0, 0]","[0, 10, 0, 0]","[10, 10, 0, 10]","[0, 10, 10, 10]","[10, 10, 0, 11]","[10, 11, 0, 11]","[10, 0, 11, 11]","[0, 12, 11, 10]","[11, 10, 0, 13]","[11, 10, 13, 0]","[0, 0, 12, 0]","[14, 11, 12, 0]","[0, 11, 0, 12]","[12, 14, 13, 0]"
20119,2,100,148,115,141,3,"[12, 0, 15, 11]","[0, 0, 10, 0]","[13, 13, 0, 11]","[11, 12, 0, 11]","[0, 0, 10, 0]","[0, 10, 12, 10]","[0, 0, 0, 0]","[11, 0, 10, 10]","[11, 10, 0, 10]","[0, 10, 10, 10]","[10, 0, 12, 10]","[10, 0, 11, 11]","[0, 10, 0, 0]","[12, 10, 0, 0]","[12, 13, 10, 0]","[0, 0, 13, 10]","[14, 12, 11, 0]","[13, 0, 11, 0]","[12, 0, 13, 11]"
20120,2,141,171,100,130,0,"[12, 12, 0, 10]","[0, 11, 15, 0]","[11, 14, 12, 0]","[0, 0, 13, 12]","[12, 12, 10, 0]","[10, 12, 0, 0]","[10, 0, 11, 12]","[10, 12, 10, 0]","[11, 10, 0, 11]","[10, 0, 10, 10]","[10, 0, 10, 11]","[10, 12, 10, 0]","[0, 10, 0, 0]","[0, 10, 11, 12]","[0, 13, 11, 11]","[12, 0, 10, 11]","[12, 13, 12, 0]","[0, 0, 14, 0]","[0, 0, 12, 0]"
20121,2,74,163,88,100,1,"[10, 0, 16, 10]","[10, 0, 15, 12]","[12, 11, 0, 0]","[0, 10, 11, 0]","[0, 0, 0, 0]","[0, 0, 12, 0]","[0, 0, 12, 10]","[0, 0, 10, 0]","[0, 10, 10, 12]","[10, 0, 10, 10]","[10, 11, 10, 0]","[0, 10, 10, 11]","[0, 11, 0, 0]","[13, 0, 12, 10]","[0, 0, 0, 0]","[11, 0, 11, 13]","[0, 0, 13, 0]","[13, 0, 11, 0]","[11, 11, 0, 0]"
20122,2,134,157,90,83,2,"[0, 13, 10, 15]","[15, 0, 0, 12]","[0, 0, 11, 0]","[0, 12, 11, 13]","[0, 0, 11, 0]","[0, 0, 14, 0]","[0, 0, 11, 0]","[10, 11, 0, 10]","[10, 11, 11, 10]","[0, 11, 10, 10]","[0, 11, 10, 10]","[10, 10, 11, 0]","[0, 10, 0, 0]","[11, 10, 12, 0]","[0, 11, 11, 10]","[0, 11, 0, 0]","[14, 0, 0, 0]","[0, 0, 13, 0]","[13, 13, 11, 0]"
20123,2,123,139,112,125,3,"[0, 12, 0, 0]","[11, 11, 0, 0]","[10, 0, 13, 10]","[0, 14, 11, 0]","[10, 11, 0, 13]","[0, 11, 11, 11]","[11, 10, 11, 0]","[10, 0, 0, 10]","[10, 11, 0, 10]","[10, 11, 10, 0]","[10, 11, 0, 10]","[0, 0, 10, 0]","[11, 10, 0, 11]","[10, 0, 12, 0]","[0, 11, 11, 12]","[11, 0, 10, 14]","[11, 0, 15, 11]","[0, 0, 12, 0]","[0, 0, 13, 0]"
20124,0,112,97,125,185,0,"[11, 0, 0, 11]","[16, 0, 0, 0]","[12, 14, 0, 12]","[11, 0, 0, 11]","[11, 11, 11, 0]","[0, 10, 12, 11]","[11, 11, 0, 10]","[10, 12, 10, 0]","[10, 0, 10, 11]","[0, 11, 10, 10]","[10, 11, 10, 0]","[11, 10, 10, 0]","[10, 12, 0, 11]","[10, 0, 0, 0]","[12, 0, 11, 13]","[11, 0, 0, 0]","[12, 0, 0, 0]","[0, 0, 13, 12]","[17, 10, 0, 13]"
20125,0,140,102,132,146,1,"[0, 13, 0, 0]","[11, 12, 0, 0]","[11, 13, 0, 0]","[0, 11, 0, 0]","[13, 0, 0, 10]","[0, 11, 11, 11]","[10, 0, 0, 11]","[10, 12, 0, 10]","[10, 0, 10, 10]","[0, 11, 10, 10]","[11, 10, 11, 0]","[10, 0, 10, 0]","[11, 11, 0, 10]","[0, 13, 11, 0]","[12, 11, 0, 12]","[0, 12, 11, 13]","[11, 0, 0, 11]","[13, 0, 11, 14]","[13, 0, 17, 10]"
20126,2,109,131,96,131,2,"[10, 0, 12, 0]","[0, 0, 13, 0]","[11, 12, 12, 13]","[10, 12, 12, 0]","[0, 0, 0, 14]","[0, 0, 10, 11]","[12, 10, 10, 12]","[0, 10, 0, 11]","[11, 0, 0, 0]","[10, 10, 0, 11]","[11, 10, 10, 0]","[0, 0, 0, 0]","[12, 11, 11, 0]","[0, 10, 0, 0]","[11, 0, 14, 11]","[10, 11, 0, 13]","[11, 0, 0, 0]","[12, 13, 12, 0]","[0, 0, 15, 0]"
20127,1,143,114,62,88,3,"[0, 12, 0, 0]","[0, 0, 0, 0]","[0, 11, 0, 0]","[12, 0, 11, 0]","[0, 0, 0, 0]","[0, 10, 0, 0]","[0, 11, 10, 0]","[0, 0, 11, 0]","[11, 11, 0, 10]","[0, 11, 10, 10]","[0, 11, 10, 10]","[10, 10, 0, 10]","[10, 10, 0, 0]","[11, 11, 11, 0]","[0, 11, 12, 10]","[11, 0, 13, 0]","[11, 0, 13, 12]","[0, 12, 0, 0]","[12, 12, 13, 0]"
20128,1,145,88,129,135,0,"[11, 14, 0, 11]","[12, 0, 0, 0]","[10, 13, 12, 0]","[0, 12, 0, 11]","[12, 0, 0, 10]","[0, 0, 0, 10]","[0, 11, 11, 10]","[0, 0, 0, 10]","[0, 10, 10, 10]","[10, 10, 10, 0]","[0, 0, 0, 10]","[11, 0, 0, 0]","[10, 13, 10, 0]","[11, 12, 0, 12]","[11, 0, 11, 0]","[12, 10, 0, 12]","[0, 12, 12, 13]","[14, 14, 0, 10]","[11, 14, 12, 0]"
20129,1,170,161,109,122,1,"[0, 13, 11, 0]","[12, 12, 12, 0]","[11, 12, 11, 0]","[0, 12, 12, 10]","[0, 11, 0, 0]","[0, 11, 10, 13]","[11, 11, 0, 11]","[0, 10, 0, 10]","[10, 0, 12, 10]","[10, 10, 0, 10]","[10, 11, 0, 11]","[10, 11, 11, 0]","[10, 0, 10, 12]","[11, 11, 10, 0]","[0, 10, 12, 0]","[0, 0, 12, 10]","[15, 0, 11, 12]","[12, 12, 14, 0]","[0, 13, 13, 0]"
20130,2,134,145,135,115,2,"[11, 0, 14, 11]","[13, 12, 14, 0]","[0, 11, 0, 0]","[12, 11, 11, 0]","[0, 10, 12, 0]","[0, 0, 0, 11]","[10, 0, 11, 13]","[11, 10, 0, 12]","[12, 0, 10, 10]","[0, 10, 10, 10]","[10, 0, 11, 11]","[0, 11, 10, 10]","[0, 0, 11, 10]","[0, 10, 0, 12]","[0, 11, 11, 0]","[11, 0, 10, 13]","[0, 12, 0, 12]","[12, 12, 0, 0]","[13, 14, 10, 0]"
20131,0,122,110,102,125,3,"[0, 0, 0, 11]","[14, 11, 0, 14]","[0, 0, 12, 0]","[11, 11, 0, 13]","[10, 12, 11, 0]","[0, 13, 10, 0]","[0, 10, 0, 0]","[11, 0, 11, 10]","[10, 10, 0, 0]","[10, 10, 10, 0]","[11, 0, 10, 10]","[11, 0, 10, 10]","[11, 0, 13, 10]","[0, 0, 12, 11]","[0, 11, 0, 13]","[12, 13, 11, 0]","[0, 10, 0, 0]","[0, 11, 0, 0]","[14, 0, 0, 0]"
20132,0,132,153,76,181,0,"[12, 14, 13, 0]","[14, 0, 15, 10]","[14, 11, 0, 12]","[0, 0, 12, 0]","[10, 0, 0, 0]","[11, 10, 0, 0]","[11, 10, 10, 0]","[11, 0, 10, 11]","[10, 10, 11, 0]","[0, 11, 10, 10]","[10, 10, 11, 0]","[11, 0, 0, 10]","[11, 10, 12, 0]","[0, 10, 0, 0]","[12, 11, 11, 0]","[12, 12, 11, 0]","[12, 13, 0, 11]","[10, 0, 15, 12]","[10, 0, 12, 0]"
20133,1,161,148,75,136,1,"[15, 13, 12, 0]","[12, 11, 12, 0]","[0, 13, 10, 0]","[0, 0, 11, 11]","[12, 11, 10, 0]","[10, 11, 0, 10]","[0, 11, 10, 12]","[10, 11, 10, 0]","[10, 11, 10, 0]","[10, 10, 10, 0]","[11, 10, 0, 10]","[0, 0, 0, 10]","[0, 0, 10, 0]","[11, 10, 11, 0]","[0, 12, 0, 10]","[12, 11, 11, 0]","[12, 0, 10, 12]","[0, 0, 0, 0]","[11, 16, 11, 0]"
20134,1,143,85,122,137,2,"[11, 12, 12, 0]","[13, 12, 0, 13]","[13, 0, 0, 10]","[0, 11, 0, 12]","[10, 0, 11, 0]","[10, 0, 10, 13]","[10, 11, 0, 0]","[12, 10, 10, 0]","[0, 12, 10, 10]","[10, 10, 0, 11]","[0, 10, 0, 10]","[10, 10, 0, 11]","[11, 11, 0, 10]","[0, 0, 11, 0]","[0, 0, 10, 11]","[13, 10, 0, 0]","[0, 10, 0, 0]","[0, 0, 11, 0]","[14, 14, 0, 11]"
20135,0,140,151,90,168,3,"[10, 17, 0, 13]","[14, 10, 11, 0]","[14, 12, 12, 0]","[0, 12, 0, 10]","[11, 0, 0, 0]","[10, 0, 11, 11]","[0, 0, 10, 0]","[12, 10, 10, 0]","[10, 11, 11, 10]","[10, 11, 10, 0]","[0, 0, 10, 10]","[10, 11, 10, 0]","[11, 12, 10, 0]","[11, 0, 0, 0]","[11, 11, 11, 0]","[11, 0, 12, 11]","[12, 11, 0, 0]","[0, 12, 11, 12]","[11, 0, 12, 13]"
20136,0,114,102,137,141,0,"[0, 13, 0, 11]","[11, 12, 0, 14]","[13, 13, 11, 0]","[12, 11, 0, 11]","[10, 0, 0, 11]","[11, 0, 10, 14]","[10, 13, 0, 10]","[10, 0, 0, 0]","[10, 10, 0, 0]","[0, 10, 11, 10]","[0, 0, 10, 0]","[10, 11, 0, 10]","[10, 0, 0, 0]","[0, 11, 12, 10]","[0, 0, 13, 11]","[10, 0, 13, 12]","[0, 10, 12, 0]","[10, 0, 0, 13]","[14, 0, 10, 0]"
20137,0,133,98,113,168,1,"[15, 0, 10, 0]","[11, 14, 13, 11]","[11, 0, 11, 0]","[12, 12, 0, 12]","[13, 12, 11, 0]","[0, 10, 0, 11]","[0, 0, 0, 11]","[10, 11, 0, 10]","[10, 10, 10, 0]","[11, 10, 0, 10]","[10, 10, 10, 0]","[0, 10, 0, 11]","[11, 10, 0, 13]","[0, 12, 11, 11]","[10, 0, 0, 0]","[12, 0, 0, 0]","[12, 12, 12, 0]","[10, 0, 0, 13]","[10, 0, 10, 0]"
20138,1,157,125,77,142,2,"[13, 0, 0, 11]","[10, 10, 13, 0]","[0, 10, 0, 0]","[12, 12, 12, 0]","[11, 0, 12, 10]","[12, 10, 0, 0]","[0, 10, 11, 11]","[10, 0, 11, 10]","[10, 10, 10, 0]","[10, 10, 10, 0]","[10, 10, 11, 0]","[0, 10, 12, 10]","[11, 10, 12, 0]","[10, 11, 0, 0]","[11, 0, 0, 0]","[0, 12, 11, 12]","[12, 10, 0, 0]","[0, 10, 0, 13]","[0, 12, 0, 0]"
20139,0,122,129,109,139,3,"[11, 0, 0, 0]","[10, 14, 0, 11]","[11, 13, 0, 12]","[0, 0, 14, 0]","[14, 10, 0, 12]","[11, 12, 11, 0]","[0, 0, 11, 10]","[13, 10, 10, 0]","[10, 10, 0, 10]","[10, 0, 10, 10]","[0, 11, 10, 11]","[0, 11, 12, 10]","[0, 10, 0, 0]","[11, 10, 0, 0]","[0, 0, 12, 11]","[13, 0, 0, 0]","[11, 0, 14, 12]","[14, 11, 11, 0]","[0, 0, 14, 0]"
20140,0,103,144,80,151,0,"[12, 0, 12, 0]","[12, 0, 11, 15]","[11, 13, 12, 0]","[0, 0, 14, 0]","[12, 12, 10, 0]","[0, 0, 0, 0]","[11, 0, 0, 0]","[10, 10, 0, 12]","[10, 10, 10, 0]","[10, 0, 10, 10]","[10, 11, 0, 0]","[11, 0, 12, 10]","[10, 11, 0, 10]","[0, 12, 10, 11]","[0, 0, 11, 0]","[0, 12, 10, 12]","[11, 0, 0, 0]","[10, 0, 10, 0]","[11, 12, 12, 0]"
20141,0,135,128,86,160,1,"[0, 14, 12, 12]","[0, 13, 0, 0]","[0, 0, 10, 13]","[11, 11, 14, 0]","[15, 0, 0, 11]","[0, 10, 10, 10]","[10, 11, 11, 0]","[10, 0, 10, 0]","[11, 11, 10, 0]","[10, 0, 10, 10]","[10, 10, 12, 0]","[10, 11, 0, 10]","[13, 0, 0, 0]","[12, 0, 0, 0]","[0, 10, 0, 0]","[10, 11, 14, 0]","[12, 12, 0, 10]","[12, 0, 15, 10]","[14, 11, 0, 0]"
20142,1,135,122,77,125,2,"[0, 13, 0, 12]","[11, 0, 15, 0]","[11, 0, 0, 0]","[13, 0, 0, 0]","[10, 11, 0, 0]","[0, 12, 10, 10]","[11, 0, 12, 11]","[0, 11, 10, 0]","[0, 10, 10, 0]","[10, 10, 0, 10]","[0, 10, 10, 10]","[12, 11, 10, 0]","[0, 12, 10, 0]","[11, 0, 10, 12]","[12, 10, 14, 0]","[0, 13, 0, 0]","[13, 0, 11, 0]","[11, 0, 0, 0]","[0, 12, 0, 12]"
20143,0,132,131,123,139,3,"[0, 13, 14, 11]","[0, 11, 12, 0]","[14, 11, 0, 13]","[12, 0, 0, 0]","[12, 10, 0, 0]","[11, 11, 0, 13]","[11, 10, 0, 0]","[13, 0, 10, 10]","[10, 0, 12, 10]","[10, 11, 10, 0]","[0, 11, 10, 10]","[11, 0, 10, 12]","[0, 0, 14, 10]","[11, 11, 11, 0]","[0, 11, 14, 11]","[11, 0, 0, 0]","[0, 0, 0, 11]","[0, 11, 0, 12]","[13, 11, 14, 0]"
20144,2,123,181,130,122,0,"[0, 13, 12, 0]","[12, 0, 14, 11]","[10, 0, 14, 12]","[10, 0, 11, 12]","[12, 0, 13, 11]","[0, 11, 12, 10]","[0, 0, 0, 10]","[10, 10, 12, 0]","[11, 11, 10, 0]","[10, 0, 10, 10]","[10, 11, 11, 10]","[0, 10, 12, 11]","[0, 10, 12, 11]","[0, 10, 0, 0]","[11, 10, 12, 0]","[0, 0, 0, 11]","[10, 14, 14, 0]","[0, 13, 12, 11]","[16, 0, 0, 0]"
20145,1,158,113,75,152,1,"[14, 0, 11, 0]","[12, 15, 11, 0]","[13, 12, 0, 11]","[0, 12, 12, 0]","[13, 11, 0, 11]","[10, 11, 0, 11]","[12, 11, 0, 11]","[10, 12, 11, 0]","[0, 11, 11, 10]","[11, 10, 10, 0]","[11, 10, 10, 0]","[0, 0, 11, 0]","[10, 10, 0, 0]","[0, 10, 12, 10]","[0, 0, 0, 11]","[11, 0, 0, 0]","[12, 10, 0, 0]","[13, 0, 0, 0]","[0, 13, 14, 0]"
20146,0,138,87,112,140,2,"[13, 11, 0, 13]","[12, 0, 0, 0]","[0, 0, 0, 0]","[12, 0, 12, 12]","[0, 13, 11, 11]","[12, 10, 12, 0]","[0, 11, 10, 0]","[12, 10, 0, 10]","[12, 10, 10, 10]","[10, 11, 0, 10]","[11, 10, 10, 0]","[0, 10, 0, 0]","[11, 0, 10, 12]","[0, 11, 12, 11]","[0, 10, 0, 0]","[10, 10, 0, 0]","[0, 0, 0, 11]","[13, 11, 0, 12]","[12, 0, 0, 0]"
20147,1,174,161,81,157,3,"[13, 10, 15, 0]","[12, 12, 12, 0]","[11, 12, 14, 0]","[11, 15, 0, 11]","[0, 12, 10, 0]","[10, 11, 0, 14]","[10, 10, 10, 0]","[11, 11, 10, 0]","[10, 0, 12, 10]","[10, 10, 11, 0]","[0, 0, 0, 11]","[10, 10, 11, 0]","[0, 0, 10, 0]","[0, 0, 11, 0]","[0, 12, 12, 11]","[12, 10, 0, 11]","[13, 12, 13, 0]","[10, 16, 10, 0]","[14, 11, 0, 13]"
